Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SEA,53.2,51.8,34.7,46.6
GB,14.1,11.6,15.2,13.6
TEN,10.8,16.8,11.1,12.9
HOU,4.8,3.0,7.1,5.0
KC,4.0,4.7,6.0,4.9
LAR,5.2,3.6,5.9,4.9
MIA,0.4,1.0,5.4,2.3
PHI,1.2,2.4,3.1,2.2
DEN,1.9,1.4,1.1,1.5
NO,0.9,0.7,2.2,1.3
IND,1.5,0.8,0.7,1.0
CHI,0.9,0.4,0.9,0.7
JAX,0.0,0.1,1.8,0.6
CAR,0.4,0.3,0.8,0.5
PIT,0.1,0.2,0.6,0.3
NE,0.2,0.3,0.3,0.3
NYG,0.0,0.1,0.7,0.3
ATL,0.1,0.1,0.5,0.2
CIN,0.0,0.0,0.5,0.2
BAL,0.1,0.2,0.2,0.2
DAL,0.1,0.0,0.2,0.1
BUF,0.0,0.0,0.2,0.1
DET,0.0,0.0,0.1,0.0
WAS,0.0,0.1,0.0,0.0
NYJ,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.1,0.0
SF,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
LAC,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
