Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CAR,36.7,40.6,39.4,38.9
BAL,28.5,16.8,13.9,19.7
ARI,8.5,10.8,10.4,9.9
DET,8.0,8.7,9.0,8.6
SEA,4.5,3.8,5.2,4.5
NE,2.6,4.2,4.8,3.9
OAK,2.6,3.8,4.2,3.5
DEN,1.8,4.0,3.6,3.1
NYG,0.8,1.6,1.9,1.4
GB,1.2,0.9,1.2,1.1
PIT,0.6,0.9,1.3,0.9
SD,0.7,0.8,0.9,0.8
NYJ,0.8,0.7,0.8,0.7
CHI,0.2,0.6,0.6,0.5
PHI,0.6,0.2,0.4,0.4
WAS,0.2,0.5,0.4,0.4
HOU,0.1,0.2,0.7,0.4
JAX,0.4,0.1,0.3,0.3
DAL,0.3,0.1,0.2,0.2
BUF,0.2,0.1,0.2,0.2
KC,0.1,0.1,0.2,0.1
NO,0.1,0.0,0.1,0.1
ATL,0.1,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
SF,0.1,0.0,0.1,0.0
TEN,0.0,0.0,0.1,0.0
IND,0.1,0.0,0.0,0.0
MIA,0.1,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
LAR,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
