Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
STL,43.3,43.8,40.2,42.4
ATL,36.2,36.7,36.4,36.4
GB,3.5,6.1,6.6,5.4
SD,6.2,3.4,4.2,4.6
DEN,3.7,3.6,4.2,3.8
SF,1.2,2.2,1.8,1.7
KC,1.5,1.0,1.6,1.4
CLE,1.0,1.5,1.1,1.2
NE,0.9,0.2,0.8,0.6
NO,0.5,0.2,0.4,0.4
NYG,0.3,0.3,0.3,0.3
MIA,0.4,0.2,0.3,0.3
CAR,0.3,0.2,0.3,0.3
CHI,0.0,0.2,0.4,0.2
ARI,0.2,0.1,0.2,0.2
PHI,0.2,0.1,0.2,0.2
SEA,0.2,0.1,0.2,0.2
BUF,0.1,0.1,0.2,0.1
BAL,0.1,0.0,0.3,0.1
DET,0.1,0.0,0.1,0.1
TEN,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
IND,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
DAL,0.0,0.0,0.0,0.0
