Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
MIN,28.7,27.7,31.0,29.1
GB,31.0,28.1,24.1,27.7
HOU,20.6,28.1,23.3,24.0
CHI,3.9,3.9,4.1,4.0
LAR,4.0,3.0,3.6,3.5
ATL,2.5,2.6,3.9,3.0
PHI,2.4,0.9,1.4,1.6
SEA,1.7,1.2,1.4,1.4
JAX,1.1,0.7,1.2,1.0
NYJ,0.8,0.8,0.8,0.8
LAC,0.4,0.3,1.4,0.7
CAR,0.9,0.3,0.7,0.6
CIN,0.6,0.2,0.3,0.3
BAL,0.2,0.3,0.3,0.3
NE,0.1,0.3,0.4,0.3
NYG,0.2,0.2,0.3,0.2
PIT,0.1,0.1,0.4,0.2
CLE,0.2,0.2,0.2,0.2
IND,0.1,0.1,0.3,0.2
WAS,0.0,0.3,0.2,0.2
MIA,0.1,0.1,0.2,0.1
KC,0.2,0.1,0.1,0.1
TEN,0.1,0.1,0.1,0.1
OAK,0.0,0.1,0.1,0.1
DAL,0.1,0.0,0.1,0.1
BUF,0.0,0.1,0.0,0.1
SF,0.0,0.1,0.0,0.0
TB,0.1,0.0,0.1,0.0
DEN,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.0,0.0
