Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SEA,23.1,20.4,24.0,22.5
ATL,27.6,27.8,8.5,21.3
DEN,20.6,17.8,5.4,14.6
KC,6.7,3.7,4.2,4.9
BAL,4.1,6.6,3.4,4.7
PIT,3.6,2.7,6.4,4.2
HOU,3.5,3.0,5.2,3.9
NO,2.6,1.7,6.6,3.6
CIN,0.1,1.7,7.9,3.2
LAC,0.4,1.8,5.4,2.5
IND,1.8,3.3,1.9,2.3
NE,0.8,1.3,4.9,2.3
SF,2.7,1.5,1.2,1.8
MIA,1.4,1.9,1.9,1.7
NYG,0.1,0.6,2.7,1.1
JAX,0.0,0.8,2.1,1.0
DET,0.0,0.4,2.2,0.9
WAS,0.1,0.7,1.0,0.6
LAR,0.0,0.2,1.5,0.6
CAR,0.1,0.3,1.3,0.6
MIN,0.1,0.3,0.3,0.2
DAL,0.2,0.1,0.2,0.2
NYJ,0.0,0.2,0.3,0.2
TB,0.1,0.1,0.3,0.2
CHI,0.0,0.3,0.1,0.2
PHI,0.1,0.1,0.2,0.1
CLE,0.0,0.1,0.3,0.1
GB,0.1,0.1,0.2,0.1
TEN,0.0,0.1,0.2,0.1
ARI,0.0,0.2,0.1,0.1
OAK,0.0,0.0,0.2,0.1
BUF,0.1,0.0,0.1,0.0
