Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
TB,38.8,30.8,27.6,32.4
KC,28.5,27.1,32.2,29.3
PHI,8.1,18.4,16.0,14.2
TEN,11.4,8.9,9.4,9.9
GB,9.1,10.5,8.1,9.2
LAR,1.0,0.7,1.5,1.0
CAR,1.2,0.6,0.7,0.8
NO,0.4,0.7,0.8,0.6
LAC,0.7,0.4,0.5,0.5
SEA,0.4,0.4,0.7,0.5
BUF,0.3,0.5,0.6,0.5
CLE,0.1,0.2,0.5,0.3
IND,0.2,0.2,0.3,0.2
LV,0.1,0.1,0.4,0.2
ATL,0.1,0.1,0.3,0.2
DEN,0.0,0.1,0.0,0.1
BAL,0.0,0.1,0.1,0.1
NYG,0.0,0.1,0.0,0.1
NE,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.1,0.0
DAL,0.0,0.0,0.1,0.0
PIT,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
SF,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
