Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
LAR,29.4,28.5,26.6,28.1
DEN,14.1,19.9,17.7,17.2
CLE,18.5,10.6,10.6,13.2
CIN,15.9,9.8,10.6,12.1
GB,4.9,9.7,8.7,7.8
BUF,6.0,9.1,7.3,7.5
SF,1.7,4.9,4.4,3.6
IND,2.1,1.0,2.2,1.8
LV,0.9,1.5,1.4,1.2
KC,1.2,0.8,1.6,1.2
PIT,1.1,0.4,0.9,0.8
DET,0.7,0.7,0.9,0.8
BAL,0.6,0.6,0.9,0.7
TB,0.7,0.4,0.9,0.7
NYG,0.5,0.7,0.8,0.7
NE,0.1,0.3,1.5,0.6
WAS,0.3,0.2,0.6,0.4
CAR,0.2,0.2,0.6,0.3
MIN,0.4,0.2,0.3,0.3
PHI,0.1,0.2,0.2,0.2
LAC,0.1,0.0,0.2,0.1
SEA,0.1,0.1,0.2,0.1
NYJ,0.1,0.1,0.2,0.1
JAX,0.1,0.1,0.1,0.1
DAL,0.0,0.0,0.2,0.1
MIA,0.1,0.0,0.1,0.1
NO,0.1,0.0,0.1,0.1
ARI,0.1,0.0,0.1,0.1
CHI,0.1,0.0,0.1,0.0
ATL,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
TEN,0.0,0.0,0.0,0.0
