Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NE,57.6,43.4,46.3,49.1
PIT,22.8,26.3,24.0,24.4
MIN,4.3,9.1,7.5,7.0
GB,3.7,8.0,6.1,6.0
IND,3.1,4.2,4.4,3.9
PHI,2.8,1.6,2.3,2.2
OAK,1.7,1.3,1.4,1.5
CAR,1.0,1.9,1.3,1.4
DEN,0.5,1.3,1.7,1.2
ARI,0.7,0.7,1.2,0.9
BAL,0.4,0.7,0.9,0.7
CIN,0.2,0.3,1.1,0.5
MIA,0.2,0.3,0.5,0.3
LAR,0.3,0.3,0.3,0.3
BUF,0.2,0.1,0.2,0.1
DAL,0.1,0.1,0.2,0.1
SF,0.1,0.1,0.2,0.1
TEN,0.1,0.1,0.1,0.1
TB,0.0,0.1,0.0,0.1
DET,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
