Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CHI,32.5,32.7,29.7,31.7
KC,24.5,17.4,23.5,21.8
CAR,18.4,20.7,18.6,19.2
DAL,14.9,18.6,11.8,15.1
MIN,2.9,3.9,6.0,4.3
MIA,1.9,1.3,2.0,1.7
OAK,1.6,1.2,1.2,1.3
NE,0.9,1.1,1.3,1.1
SF,0.6,0.6,1.2,0.8
WAS,0.8,0.7,0.9,0.8
HOU,0.9,0.3,0.6,0.6
SEA,0.3,0.4,0.8,0.5
DEN,0.1,0.2,0.7,0.3
ATL,0.1,0.1,0.5,0.2
PIT,0.2,0.1,0.3,0.2
NO,0.1,0.1,0.2,0.1
BAL,0.1,0.1,0.2,0.1
LAC,0.1,0.0,0.2,0.1
BUF,0.0,0.0,0.2,0.1
LAR,0.1,0.0,0.1,0.1
NYJ,0.0,0.0,0.1,0.0
TEN,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.0,0.0
GB,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
