Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SF,47.0,33.9,36.4,39.1
NO,30.2,36.8,31.0,32.6
KC,6.0,9.4,9.1,8.2
GB,4.9,4.4,3.7,4.3
CAR,4.1,4.0,3.1,3.7
SEA,2.4,3.3,3.5,3.1
DEN,1.5,2.8,3.4,2.6
NE,1.8,2.3,2.5,2.2
CIN,1.1,1.6,3.4,2.0
ARI,0.1,0.3,1.7,0.7
PIT,0.4,0.3,0.8,0.5
PHI,0.3,0.6,0.3,0.4
ATL,0.1,0.1,0.3,0.2
DET,0.1,0.1,0.2,0.1
DAL,0.1,0.0,0.1,0.1
TB,0.0,0.0,0.2,0.1
NYG,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.0,0.0
