Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
MIN,53.9,33.4,30.2,39.2
DEN,15.4,19.1,23.5,19.3
NE,5.5,13.0,12.5,10.3
DAL,4.8,11.2,9.3,8.4
NYJ,9.9,7.4,7.1,8.1
TEN,3.9,7.1,5.7,5.5
CIN,0.8,1.6,2.2,1.5
OAK,1.5,0.9,1.5,1.3
KC,0.8,1.1,1.1,1.0
ATL,0.5,1.4,1.1,1.0
SEA,0.8,0.8,1.1,0.9
HOU,0.5,0.8,1.3,0.9
CAR,0.3,0.7,0.6,0.5
TB,0.1,0.4,0.7,0.4
DET,0.3,0.2,0.3,0.3
CLE,0.2,0.2,0.2,0.2
GB,0.1,0.1,0.3,0.2
ARI,0.2,0.1,0.2,0.2
JAX,0.1,0.1,0.3,0.2
NO,0.1,0.1,0.2,0.1
IND,0.1,0.1,0.2,0.1
CHI,0.0,0.0,0.1,0.0
PHI,0.1,0.0,0.1,0.0
WAS,0.0,0.0,0.1,0.0
SD,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.0,0.0
