Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
GB,27.8,30.0,26.7,28.2
NE,23.4,31.1,29.0,27.8
MIA,19.9,9.7,11.2,13.6
PIT,11.2,12.6,12.8,12.2
DEN,4.5,2.4,3.6,3.5
PHI,2.6,3.8,3.6,3.3
CAR,1.0,2.6,2.4,2.0
BAL,1.8,1.8,2.2,1.9
LAR,2.0,1.1,1.3,1.4
KC,1.7,1.0,1.5,1.4
CLE,0.9,0.7,0.7,0.8
IND,0.7,0.4,1.1,0.7
OAK,0.6,0.6,0.8,0.7
TB,0.4,0.4,1.1,0.7
DAL,0.6,0.6,0.6,0.6
ATL,0.2,0.3,0.4,0.3
SF,0.2,0.1,0.2,0.2
TEN,0.1,0.2,0.2,0.2
SEA,0.1,0.1,0.2,0.1
MIN,0.1,0.1,0.1,0.1
NYJ,0.0,0.1,0.1,0.1
NO,0.1,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
LAC,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
