Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BAL,38.6,28.8,26.7,31.3
DAL,16.8,19.6,10.1,15.5
IND,12.0,18.8,9.6,13.5
NE,9.2,8.3,8.1,8.5
LAC,7.2,6.5,11.4,8.4
NO,6.7,6.6,7.0,6.8
PHI,2.7,3.7,6.9,4.4
CIN,1.1,1.0,5.3,2.5
JAX,0.8,0.8,5.7,2.4
HOU,2.2,2.2,2.3,2.2
TB,0.4,1.5,1.3,1.1
PIT,0.9,0.5,1.0,0.8
CHI,0.8,0.3,0.7,0.6
DET,0.2,0.3,1.1,0.5
CAR,0.2,0.2,1.0,0.4
SF,0.0,0.0,0.5,0.2
BUF,0.1,0.2,0.2,0.2
CLE,0.1,0.1,0.2,0.1
WAS,0.0,0.0,0.3,0.1
SEA,0.0,0.1,0.1,0.1
MIN,0.1,0.1,0.1,0.1
TEN,0.0,0.1,0.1,0.1
MIA,0.0,0.0,0.2,0.1
DEN,0.0,0.1,0.1,0.1
ATL,0.0,0.0,0.1,0.0
GB,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.0,0.0
ARI,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.0,0.0
