Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
STL,22.6,36.2,26.0,28.3
ATL,14.5,21.4,21.3,19.0
ARI,28.6,9.5,15.2,17.8
CAR,8.5,12.9,9.3,10.2
NE,8.9,6.4,9.3,8.2
SEA,4.6,3.0,3.9,3.9
KC,2.4,3.8,2.2,2.8
HOU,0.4,1.6,2.9,1.6
NYJ,1.9,0.9,1.7,1.5
MIN,2.0,1.0,1.2,1.4
CIN,1.8,0.4,1.2,1.2
NO,1.4,0.8,1.0,1.0
BAL,0.4,1.0,1.0,0.8
PIT,0.2,0.1,0.9,0.4
GB,0.6,0.2,0.3,0.4
SD,0.4,0.1,0.2,0.2
IND,0.1,0.0,0.6,0.2
CHI,0.1,0.2,0.3,0.2
OAK,0.1,0.1,0.3,0.2
DET,0.1,0.1,0.2,0.1
SF,0.1,0.0,0.4,0.1
TEN,0.2,0.1,0.1,0.1
NYG,0.0,0.1,0.2,0.1
DEN,0.1,0.1,0.1,0.1
MIA,0.0,0.0,0.1,0.1
TB,0.1,0.0,0.0,0.0
DAL,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
