Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DET,60.4,55.5,46.2,54.0
ATL,18.6,12.8,12.7,14.7
IND,6.7,17.2,10.1,11.3
CIN,5.0,3.7,6.1,4.9
MIN,4.8,4.3,5.3,4.8
NE,0.8,1.5,2.8,1.7
TB,0.8,1.4,1.2,1.1
CAR,0.3,0.4,2.4,1.0
DEN,0.2,0.2,2.3,0.9
PHI,0.1,0.2,2.3,0.9
KC,0.2,0.4,1.6,0.7
SF,0.2,0.9,0.5,0.6
PIT,0.3,0.2,0.8,0.4
WAS,0.2,0.3,0.7,0.4
NYJ,0.2,0.1,0.9,0.4
ARI,0.1,0.2,0.9,0.4
DAL,0.3,0.3,0.3,0.3
NO,0.1,0.0,0.5,0.2
JAX,0.0,0.1,0.4,0.2
NYG,0.0,0.0,0.5,0.2
OAK,0.2,0.0,0.3,0.2
LAR,0.0,0.0,0.3,0.1
TEN,0.0,0.1,0.1,0.1
SEA,0.2,0.0,0.1,0.1
CLE,0.1,0.1,0.1,0.1
MIA,0.1,0.0,0.1,0.1
HOU,0.0,0.0,0.2,0.1
GB,0.1,0.0,0.1,0.1
CHI,0.0,0.0,0.1,0.0
SD,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.1,0.0
BAL,0.0,0.0,0.0,0.0
