Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
KC,55.1,52.6,36.1,47.9
JAX,32.7,22.9,19.9,25.2
NO,4.2,7.1,7.2,6.2
LAC,2.2,6.0,5.0,4.4
PIT,1.8,3.7,5.0,3.5
DEN,0.7,1.3,6.7,2.9
NE,1.7,2.9,3.1,2.6
MIN,0.1,0.4,5.2,1.9
DET,0.9,0.9,3.1,1.6
GB,0.1,0.2,2.4,0.9
DAL,0.0,0.1,1.2,0.4
ARI,0.2,0.2,0.9,0.4
PHI,0.4,0.3,0.6,0.4
MIA,0.4,0.4,0.3,0.3
TB,0.1,0.1,0.7,0.3
HOU,0.1,0.1,0.6,0.3
BAL,0.2,0.2,0.2,0.2
SEA,0.2,0.2,0.3,0.2
ATL,0.1,0.2,0.1,0.1
LAR,0.1,0.1,0.1,0.1
BUF,0.1,0.0,0.2,0.1
CHI,0.0,0.0,0.2,0.1
CLE,0.0,0.0,0.2,0.1
NYG,0.0,0.0,0.2,0.1
WAS,0.0,0.0,0.2,0.1
TEN,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.0,0.0
