Team,YahooYahoo,OfficeFootballPoolOFP,Average
ATL,54.4,51.1,52.8
PIT,19.0,16.6,17.8
ARI,8.4,9.2,8.8
TB,2.9,5.2,4.1
PHI,3.0,4.1,3.5
NE,2.5,2.6,2.6
BAL,2.5,2.3,2.4
MIA,0.9,2.4,1.7
SF,0.8,2.2,1.5
CIN,2.0,0.8,1.4
NYJ,0.6,1.6,1.1
MIN,0.9,0.3,0.6
HOU,0.4,0.3,0.3
DEN,0.3,0.2,0.3
IND,0.3,0.1,0.2
WAS,0.1,0.3,0.2
SD,0.2,0.2,0.2
STL,0.2,0.1,0.2
CLE,0.2,0.1,0.1
GB,0.1,0.1,0.1
NYG,0.0,0.1,0.1
DET,0.1,0.0,0.0
KC,0.1,0.0,0.0
SEA,0.0,0.0,0.0
DAL,0.0,0.0,0.0
BUF,0.0,0.0,0.0
OAK,0.0,0.0,0.0
TEN,0.0,0.0,0.0
