Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PHI,49.1,40.6,38.8,42.8
CHI,20.2,19.5,18.4,19.3
PIT,8.9,11.5,11.4,10.6
NYJ,4.9,8.2,6.4,6.5
KC,3.9,3.2,4.0,3.7
DEN,1.6,4.8,4.2,3.5
DET,2.7,3.4,3.5,3.2
NE,2.4,2.3,3.6,2.8
SF,1.2,1.2,1.6,1.3
SEA,1.0,1.3,1.5,1.3
TB,0.3,0.5,1.5,0.8
NO,0.7,0.6,0.9,0.7
MIN,0.7,0.4,0.7,0.6
STL,0.3,0.4,0.5,0.4
ARI,0.3,0.5,0.3,0.4
HOU,0.3,0.4,0.5,0.4
CAR,0.4,0.2,0.4,0.3
BAL,0.2,0.3,0.4,0.3
WAS,0.2,0.1,0.2,0.2
SD,0.2,0.1,0.2,0.2
GB,0.1,0.1,0.2,0.1
OAK,0.1,0.1,0.2,0.1
CIN,0.1,0.1,0.1,0.1
NYG,0.1,0.1,0.1,0.1
JAX,0.0,0.0,0.1,0.1
DAL,0.1,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.1,0.0
