Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SEA,55.5,49.0,52.4,51.4
MIN,18.2,16.2,15.5,16.8
DEN,12.3,15.8,14.2,13.9
NO,4.0,7.0,5.8,5.1
SF,2.6,5.8,4.3,3.8
NE,1.5,2.1,1.8,1.7
DAL,1.1,0.9,1.2,1.2
NYG,1.1,0.7,1.0,1.1
CHI,1.0,0.4,0.5,0.9
GB,0.5,0.3,1.0,0.8
PHI,0.3,0.3,0.4,0.6
ATL,0.3,0.1,0.3,0.6
BUF,0.4,0.2,0.3,0.5
SD,0.2,0.1,0.2,0.3
WAS,0.1,0.3,0.2,0.2
DET,0.2,0.1,0.1,0.2
KC,0.1,0.0,0.1,0.2
TEN,0.1,0.2,0.2,0.2
NYJ,0.1,0.2,0.2,0.2
HOU,0.1,0.1,0.1,0.1
MIA,0.1,0.1,0.1,0.1
PIT,0.0,0.0,0.1,0.1
JAX,0.0,0.0,0.1,0.1
CIN,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.0,0.0
BAL,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
ARI,0.0,0.0,0.0,0.0
