Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
KC,33.1,36.4,35.8,35.1
DAL,41.1,23.8,27.3,30.7
GB,7.2,14.4,11.0,10.9
SEA,4.1,7.6,6.5,6.1
NO,5.3,3.4,3.6,4.1
ATL,3.3,3.6,3.7,3.5
SD,2.1,4.8,3.7,3.5
MIN,1.9,3.9,3.9,3.2
CAR,0.6,0.6,1.1,0.8
MIA,0.4,0.8,0.7,0.6
NYG,0.1,0.2,0.6,0.3
OAK,0.1,0.2,0.6,0.3
PIT,0.1,0.1,0.3,0.2
DEN,0.1,0.0,0.3,0.1
TB,0.1,0.0,0.2,0.1
NYJ,0.1,0.0,0.2,0.1
PHI,0.1,0.0,0.1,0.1
BAL,0.1,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.1,0.0
LAR,0.0,0.0,0.1,0.0
SF,0.0,0.0,0.1,0.0
TEN,0.0,0.0,0.1,0.0
BUF,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
