Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PIT,29.9,31.4,26.8,29.4
NE,18.5,16.8,21.4,18.9
CHI,19.4,17.3,17.1,17.9
KC,14.4,14.3,12.6,13.8
HOU,8.2,12.1,10.1,10.1
CIN,2.4,2.5,3.3,2.7
WAS,3.2,0.8,1.6,1.9
IND,1.6,1.2,1.3,1.4
LAR,0.7,1.3,1.6,1.2
PHI,1.0,0.8,1.1,1.0
SF,0.3,0.2,0.6,0.4
DET,0.2,0.3,0.3,0.3
ARI,0.2,0.4,0.2,0.3
OAK,0.0,0.1,0.4,0.2
CAR,0.1,0.0,0.4,0.2
NYG,0.0,0.1,0.3,0.1
SEA,0.1,0.0,0.3,0.1
NO,0.1,0.1,0.1,0.1
BAL,0.0,0.1,0.1,0.1
MIA,0.1,0.0,0.1,0.1
BUF,0.0,0.1,0.0,0.0
MIN,0.0,0.0,0.1,0.0
GB,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.1,0.0
DEN,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.0,0.0
