Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DEN,40.1,37.0,33.2,36.8
CAR,14.5,16.0,14.3,14.9
ARI,17.1,12.5,13.9,14.5
BAL,8.6,10.6,10.9,10.0
BUF,7.2,10.3,10.3,9.3
LV,6.1,3.2,4.7,4.7
CLE,1.4,4.0,4.1,3.2
TEN,1.6,1.8,2.0,1.8
KC,1.0,1.8,2.1,1.6
NYG,0.6,1.0,1.1,0.9
DAL,0.5,0.6,0.7,0.6
PIT,0.6,0.3,0.8,0.5
SEA,0.2,0.1,0.3,0.2
ATL,0.1,0.1,0.2,0.1
NE,0.1,0.1,0.2,0.1
LAR,0.0,0.0,0.4,0.1
TB,0.1,0.1,0.1,0.1
SF,0.1,0.1,0.1,0.1
NO,0.1,0.0,0.1,0.0
GB,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
PHI,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
LAC,0.0,0.0,0.0,0.0
