Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BAL,40.9,38.7,30.1,36.6
DEN,12.7,10.7,17.1,13.5
ARI,10.6,16.3,13.2,13.4
DAL,7.7,8.8,11.5,9.3
PIT,14.0,5.9,5.2,8.4
SEA,6.0,9.2,7.8,7.7
CIN,2.1,3.9,4.6,3.5
GB,2.8,3.4,3.2,3.2
PHI,1.0,1.1,1.4,1.1
ATL,0.9,0.9,1.4,1.0
DET,0.4,0.3,2.0,0.9
KC,0.2,0.2,1.3,0.6
NO,0.3,0.3,0.3,0.3
BUF,0.1,0.1,0.2,0.1
TB,0.1,0.1,0.1,0.1
CAR,0.0,0.1,0.1,0.1
MIA,0.1,0.0,0.1,0.1
CLE,0.0,0.0,0.1,0.1
JAX,0.0,0.0,0.1,0.0
SF,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.0,0.0
