Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
SF,26.7,13.7,15.3,18.5
TEN,11.3,14.3,13.5,13.1
GB,16.0,10.1,12.0,12.7
TB,7.0,14.8,10.8,10.9
PIT,6.7,11.4,9.3,9.2
KC,6.3,10.6,9.4,8.8
ARI,7.5,8.6,10.0,8.7
BUF,6.6,3.9,5.3,5.3
CLE,2.5,3.1,2.9,2.9
BAL,1.5,2.6,2.3,2.1
CHI,2.0,1.8,2.2,2.0
NO,1.4,1.6,1.5,1.5
DAL,1.0,0.9,1.4,1.1
SEA,0.7,0.9,1.0,0.9
LAR,0.5,0.5,1.0,0.7
MIN,0.7,0.2,0.5,0.4
CIN,0.7,0.2,0.4,0.4
NYG,0.2,0.1,0.2,0.2
IND,0.1,0.2,0.2,0.2
PHI,0.1,0.1,0.1,0.1
LV,0.1,0.1,0.0,0.1
JAX,0.1,0.0,0.1,0.0
ATL,0.1,0.0,0.1,0.0
NE,0.1,0.0,0.1,0.0
CAR,0.1,0.0,0.1,0.0
WAS,0.1,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
DEN,0.0,0.0,0.0,0.0
LAC,0.0,0.0,0.0,0.0
