Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PIT,26.8,27.1,24.3,26.1
DEN,30.9,23.1,13.4,22.5
HOU,9.5,7.8,6.6,7.9
NO,7.0,5.1,7.3,6.5
TEN,4.6,8.1,4.3,5.7
LAC,4.4,4.5,8.0,5.6
NE,4.9,5.9,5.6,5.5
BUF,3.1,4.9,3.3,3.8
CAR,0.7,1.0,5.5,2.4
NYG,2.4,3.2,1.4,2.4
KC,1.8,2.3,2.8,2.3
DAL,1.6,2.4,1.4,1.8
WAS,0.2,0.5,4.4,1.7
DET,0.5,1.0,2.7,1.4
LAR,0.5,0.4,1.9,0.9
SEA,0.5,1.3,0.7,0.8
GB,0.3,0.6,0.7,0.5
NYJ,0.0,0.1,1.2,0.5
SF,0.0,0.1,1.0,0.4
PHI,0.1,0.1,0.8,0.3
ARI,0.1,0.1,0.7,0.3
JAX,0.0,0.0,0.8,0.3
CLE,0.1,0.2,0.2,0.1
MIN,0.0,0.0,0.3,0.1
CHI,0.0,0.0,0.1,0.0
IND,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
BAL,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.0,0.0
