Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
ATL,17.7,26.1,12.4,18.7
CIN,26.4,12.9,15.1,18.1
NE,19.5,15.2,15.1,16.6
PIT,8.7,9.7,7.1,8.5
KC,3.8,7.8,9.4,7.0
PHI,5.8,5.3,8.6,6.6
WAS,4.8,7.3,5.4,5.8
CAR,2.9,3.0,8.4,4.8
SEA,5.9,2.9,4.6,4.5
BAL,2.3,6.0,2.3,3.5
DAL,0.3,0.7,5.0,2.0
ARI,0.0,0.2,1.9,0.7
TEN,0.6,0.4,1.0,0.7
OAK,0.3,0.9,0.5,0.6
JAX,0.3,0.4,0.3,0.3
MIN,0.3,0.2,0.4,0.3
LAR,0.0,0.2,0.6,0.3
NO,0.1,0.0,0.4,0.2
DET,0.1,0.0,0.3,0.1
LAC,0.2,0.1,0.1,0.1
IND,0.0,0.1,0.2,0.1
NYG,0.1,0.0,0.3,0.1
CLE,0.0,0.1,0.1,0.1
DEN,0.0,0.1,0.1,0.1
CHI,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
GB,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
SF,0.0,0.0,0.0,0.0
