Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PIT,32.1,25.7,26.8,28.2
BUF,24.3,26.5,22.1,24.3
ATL,13.9,13.1,13.6,13.5
HOU,7.1,10.1,10.3,9.2
NE,5.3,8.3,8.2,7.3
CAR,5.8,5.3,6.2,5.8
LAR,4.2,4.5,4.5,4.4
DEN,1.4,1.3,1.5,1.4
CIN,0.8,0.9,1.1,0.9
DAL,0.5,0.7,0.8,0.7
OAK,1.0,0.4,0.6,0.7
ARI,0.5,0.4,0.8,0.6
GB,0.3,0.5,0.5,0.4
MIN,0.2,0.5,0.4,0.4
PHI,0.2,0.4,0.3,0.3
TEN,0.2,0.2,0.3,0.2
NO,0.4,0.1,0.2,0.2
WAS,0.3,0.1,0.3,0.2
NYJ,0.2,0.1,0.3,0.2
IND,0.1,0.1,0.3,0.2
DET,0.2,0.1,0.2,0.2
LAC,0.3,0.1,0.1,0.2
BAL,0.1,0.1,0.2,0.1
NYG,0.2,0.1,0.1,0.1
SEA,0.1,0.1,0.1,0.1
CLE,0.1,0.0,0.1,0.1
KC,0.1,0.0,0.1,0.1
SF,0.1,0.0,0.1,0.1
CHI,0.1,0.0,0.1,0.0
JAX,0.1,0.0,0.1,0.0
