Team,YahooYahoo,Average
GB,29.1,29.1
NYJ,25.1,25.1
PIT,17.7,17.7
OAK,8.1,8.1
CIN,4.7,4.7
BAL,3.7,3.7
NE,3.5,3.5
ATL,2.3,2.3
NO,1.7,1.7
CHI,1.5,1.5
DET,0.7,0.7
PHI,0.5,0.5
WAS,0.4,0.4
BUF,0.3,0.3
SF,0.1,0.1
NYG,0.1,0.1
IND,0.1,0.1
CAR,0.1,0.1
MIN,0.1,0.1
DAL,0.1,0.1
MIA,0.0,0.0
CLE,0.0,0.0
STL,0.0,0.0
HOU,0.0,0.0
JAX,0.0,0.0
TB,0.0,0.0
