Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DAL,51.9,45.6,37.9,45.2
KC,12.0,19.0,19.7,16.9
CLE,12.3,13.0,12.8,12.7
MIA,13.9,11.4,10.6,12.0
DEN,1.7,2.9,5.3,3.3
NE,1.3,2.3,2.9,2.2
SEA,0.9,1.1,1.9,1.3
HOU,1.2,1.1,1.5,1.3
DET,1.4,1.1,1.3,1.3
IND,1.1,0.7,1.4,1.0
NYJ,0.4,0.9,1.0,0.8
CIN,0.1,0.2,0.9,0.4
TB,0.2,0.3,0.5,0.3
GB,0.5,0.1,0.3,0.3
BAL,0.3,0.1,0.3,0.2
BUF,0.4,0.0,0.2,0.2
MIN,0.1,0.0,0.3,0.1
ATL,0.1,0.0,0.3,0.1
PHI,0.1,0.0,0.3,0.1
ARI,0.1,0.1,0.1,0.1
TEN,0.0,0.0,0.1,0.1
NO,0.1,0.0,0.1,0.1
OAK,0.0,0.0,0.1,0.0
PIT,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.1,0.0
STL,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
