Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
ATL,55.0,53.3,44.3,50.9
BUF,15.5,15.3,16.9,15.9
SEA,12.4,11.5,14.3,12.7
HOU,8.2,7.5,5.5,7.0
GB,2.9,1.8,2.5,2.4
KC,1.2,1.7,3.8,2.2
DAL,1.1,1.9,3.2,2.1
BAL,1.0,2.1,2.1,1.7
OAK,0.7,0.8,0.9,0.8
WAS,0.6,1.2,0.5,0.8
MIN,0.3,0.9,1.0,0.7
NYG,0.2,0.4,1.0,0.5
ARI,0.1,0.2,0.7,0.3
NYJ,0.1,0.1,0.8,0.3
PIT,0.3,0.2,0.3,0.3
MIA,0.2,0.2,0.2,0.2
CAR,0.0,0.1,0.4,0.2
PHI,0.0,0.0,0.3,0.1
SD,0.0,0.0,0.3,0.1
CLE,0.0,0.1,0.1,0.1
NE,0.1,0.0,0.1,0.1
TB,0.0,0.1,0.1,0.1
IND,0.0,0.0,0.2,0.1
JAX,0.0,0.1,0.1,0.1
LAR,0.0,0.0,0.1,0.0
NO,0.1,0.0,0.0,0.0
SF,0.0,0.0,0.1,0.0
DET,0.1,0.0,0.0,0.0
DEN,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.1,0.0
TEN,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.0,0.0
