Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
PIT,32.9,39.9,37.9,36.9
PHI,31.7,31.0,27.4,30.0
NYG,5.7,8.0,7.2,7.0
MIN,7.9,3.4,3.9,5.1
NE,5.8,4.7,4.6,5.0
NYJ,4.4,1.6,2.4,2.8
KC,2.2,1.3,2.1,1.8
DET,0.9,1.9,1.9,1.6
CIN,0.6,1.9,2.0,1.5
BUF,2.4,0.6,1.2,1.4
IND,1.1,1.1,1.7,1.3
OAK,0.3,0.7,1.6,0.9
TEN,0.8,0.6,0.8,0.7
CLE,0.3,0.6,1.2,0.7
MIA,0.5,0.6,0.9,0.6
BAL,0.7,0.2,0.3,0.4
LAR,0.3,0.4,0.4,0.4
SEA,0.2,0.1,0.8,0.4
GB,0.3,0.2,0.3,0.3
SF,0.3,0.2,0.3,0.3
DAL,0.1,0.3,0.3,0.2
CAR,0.1,0.1,0.2,0.2
HOU,0.1,0.1,0.2,0.1
CHI,0.1,0.1,0.1,0.1
LAC,0.1,0.1,0.1,0.1
TB,0.1,0.0,0.1,0.1
ARI,0.1,0.0,0.1,0.1
JAX,0.0,0.0,0.0,0.0
