Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DET,17.8,27.8,9.6,18.4
NYG,14.8,22.8,6.2,14.6
JAX,24.0,9.0,7.4,13.5
LAC,11.2,13.9,6.3,10.5
SF,11.1,4.1,4.2,6.4
ARI,0.0,2.3,14.2,5.5
TB,1.2,3.0,9.5,4.6
KC,6.5,0.6,3.6,3.6
ATL,1.5,7.4,1.6,3.5
PHI,5.4,1.9,2.7,3.3
IND,0.0,0.8,6.6,2.5
SEA,0.5,1.0,5.3,2.2
CLE,0.0,0.6,5.6,2.1
DAL,3.5,0.2,1.4,1.7
WAS,0.4,1.2,1.5,1.0
NE,0.5,0.7,1.8,1.0
BAL,0.3,0.4,1.7,0.8
MIA,0.1,0.2,2.0,0.8
CHI,0.1,0.5,1.4,0.7
NYJ,0.1,0.5,1.3,0.6
GB,0.2,0.3,1.0,0.5
HOU,0.0,0.1,1.3,0.5
LV,0.0,0.1,0.7,0.3
TEN,0.0,0.2,0.6,0.3
BUF,0.1,0.0,0.7,0.3
PIT,0.1,0.3,0.2,0.2
NO,0.0,0.0,0.5,0.2
MIN,0.2,0.0,0.3,0.2
LAR,0.1,0.0,0.4,0.2
CIN,0.1,0.2,0.2,0.2
CAR,0.1,0.1,0.2,0.1
DEN,0.0,0.0,0.1,0.0
