Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
HOU,18.4,25.3,14.4,19.4
PIT,35.7,10.1,10.8,18.8
CAR,10.8,7.6,16.3,11.6
DEN,12.1,16.4,5.2,11.2
DAL,0.0,7.6,13.4,7.0
IND,3.1,6.5,5.3,5.0
KC,1.5,1.9,7.9,3.8
NE,3.3,2.3,1.7,2.4
NYG,1.4,3.7,1.7,2.3
STL,3.8,1.6,1.3,2.2
BUF,0.2,0.8,5.1,2.1
SF,0.1,3.6,1.7,1.8
CIN,2.4,0.9,1.4,1.6
GB,0.2,0.6,3.9,1.6
CHI,0.2,1.4,2.7,1.5
WAS,2.3,1.6,0.4,1.4
ATL,1.0,1.5,0.8,1.1
NYJ,1.2,0.9,0.6,0.9
DET,0.3,0.6,1.6,0.8
TEN,0.0,1.2,0.2,0.5
MIN,0.7,0.5,0.1,0.4
OAK,0.1,0.7,0.4,0.4
PHI,0.2,0.3,0.6,0.4
ARI,0.4,0.4,0.3,0.4
CLE,0.1,0.7,0.2,0.3
BAL,0.1,0.2,0.6,0.3
TB,0.1,0.5,0.2,0.3
SEA,0.1,0.1,0.6,0.3
MIA,0.1,0.4,0.2,0.2
NO,0.1,0.2,0.3,0.2
SD,0.0,0.4,0.1,0.2
JAX,0.0,0.1,0.3,0.1
