Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
TEN,44.9,43.6,37.3,41.9
CLE,22.6,30.7,25.9,26.4
TB,10.6,7.8,10.3,9.6
SF,7.5,4.4,7.4,6.4
NE,5.7,6.5,4.5,5.6
BAL,1.8,0.8,3.5,2.0
LAC,1.1,2.1,1.7,1.6
MIA,1.8,1.0,2.1,1.6
CAR,1.4,1.0,1.2,1.2
BUF,0.7,0.3,1.0,0.7
GB,0.7,0.2,0.7,0.5
LV,0.1,0.1,0.8,0.4
PHI,0.2,0.4,0.4,0.3
SEA,0.1,0.3,0.3,0.2
NO,0.1,0.1,0.5,0.2
ARI,0.3,0.0,0.3,0.2
CIN,0.1,0.0,0.4,0.2
KC,0.1,0.0,0.4,0.2
CHI,0.2,0.1,0.2,0.1
NYG,0.0,0.3,0.0,0.1
ATL,0.0,0.1,0.2,0.1
NYJ,0.1,0.0,0.2,0.1
WAS,0.0,0.0,0.2,0.1
DET,0.0,0.0,0.1,0.1
PIT,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
MIN,0.1,0.0,0.1,0.0
IND,0.0,0.0,0.1,0.0
DAL,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.0,0.0
DEN,0.0,0.0,0.0,0.0
LAR,0.0,0.0,0.0,0.0
