Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BUF,67.8,66.2,58.0,64.0
SF,22.9,24.1,22.4,23.1
GB,1.9,2.7,6.4,3.7
NE,0.9,2.2,4.2,2.4
JAX,2.3,1.4,1.6,1.8
KC,1.7,0.7,1.9,1.5
LAR,1.1,0.4,0.7,0.7
NYG,0.4,0.7,1.1,0.7
CHI,0.1,0.5,0.5,0.4
MIN,0.2,0.1,0.7,0.3
SEA,0.2,0.3,0.4,0.3
HOU,0.2,0.1,0.5,0.3
NO,0.1,0.1,0.2,0.1
IND,0.0,0.2,0.1,0.1
LAC,0.1,0.0,0.2,0.1
DAL,0.0,0.1,0.1,0.1
TEN,0.0,0.1,0.1,0.1
ARI,0.1,0.0,0.2,0.1
CIN,0.0,0.0,0.1,0.1
DEN,0.0,0.0,0.1,0.0
NYJ,0.0,0.1,0.0,0.0
WAS,0.0,0.0,0.1,0.0
DET,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.1,0.0
PHI,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.0,0.0
BAL,0.0,0.0,0.0,0.0
