Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
KC,22.0,31.1,24.6,25.9
ATL,29.4,20.1,21.4,23.6
NYG,13.2,15.3,10.8,13.1
GB,11.3,11.1,13.1,11.8
NE,7.5,8.0,9.3,8.3
BAL,5.4,6.6,7.9,6.6
DEN,4.7,2.1,4.8,3.9
ARI,2.2,1.0,1.6,1.6
BUF,1.4,0.7,1.6,1.2
HOU,0.6,1.3,1.0,1.0
PHI,0.4,0.8,1.0,0.7
TB,0.4,0.4,0.6,0.5
CIN,0.4,0.5,0.4,0.4
SD,0.4,0.4,0.4,0.4
IND,0.3,0.1,0.4,0.3
JAX,0.2,0.2,0.3,0.2
SEA,0.1,0.0,0.3,0.1
PIT,0.1,0.1,0.2,0.1
TEN,0.0,0.1,0.1,0.1
NO,0.1,0.0,0.1,0.1
DET,0.0,0.0,0.1,0.1
CHI,0.0,0.0,0.1,0.0
SF,0.0,0.0,0.1,0.0
STL,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
DAL,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
