Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CLE,41.5,41.4,22.8,35.2
SEA,16.5,28.5,10.6,18.5
DAL,22.1,15.0,12.6,16.6
MIN,3.9,3.0,13.5,6.8
BAL,6.7,3.8,6.0,5.5
TB,2.8,3.0,3.2,3.0
LAR,0.0,0.5,6.7,2.4
GB,0.7,0.7,3.2,1.5
BUF,1.7,0.5,2.0,1.4
DET,1.3,0.6,2.2,1.4
PIT,0.2,0.3,3.5,1.3
NYG,0.3,0.2,2.7,1.1
SF,0.3,0.7,1.8,1.0
PHI,0.6,0.4,1.2,0.7
WAS,0.1,0.2,1.4,0.6
LAC,0.4,0.3,0.9,0.5
ATL,0.2,0.3,1.0,0.5
JAX,0.1,0.2,1.2,0.5
KC,0.3,0.1,0.6,0.3
NE,0.0,0.0,0.6,0.2
TEN,0.0,0.0,0.5,0.2
LV,0.1,0.1,0.3,0.1
NYJ,0.1,0.1,0.2,0.1
HOU,0.0,0.0,0.4,0.1
IND,0.0,0.0,0.3,0.1
DEN,0.0,0.0,0.3,0.1
NO,0.0,0.1,0.1,0.1
MIA,0.1,0.0,0.2,0.1
CHI,0.0,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
