Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
GB,23.6,22.6,20.6,22.3
MIA,18.1,12.6,13.9,14.9
DAL,6.8,12.1,10.3,9.7
NE,7.4,11.4,10.4,9.7
CAR,15.3,4.8,5.0,8.4
NYJ,6.5,8.5,7.8,7.6
SEA,4.3,4.0,6.0,4.8
DEN,2.7,6.3,5.2,4.7
CIN,4.6,4.1,4.5,4.4
IND,3.3,2.2,3.2,2.9
TB,1.6,2.7,2.4,2.3
SD,0.8,1.8,1.8,1.5
ARI,0.8,1.6,1.8,1.4
PHI,0.9,1.5,1.7,1.4
MIN,1.0,1.3,1.3,1.2
HOU,0.3,0.7,0.8,0.6
KC,0.4,0.3,0.5,0.4
SF,0.4,0.3,0.6,0.4
TEN,0.2,0.2,0.3,0.2
JAX,0.1,0.2,0.3,0.2
CLE,0.1,0.1,0.2,0.2
OAK,0.1,0.1,0.2,0.2
PIT,0.1,0.1,0.2,0.1
NO,0.1,0.1,0.2,0.1
DET,0.1,0.1,0.1,0.1
BUF,0.1,0.1,0.2,0.1
WAS,0.1,0.1,0.1,0.1
ATL,0.1,0.1,0.1,0.1
NYG,0.1,0.0,0.1,0.1
CHI,0.1,0.0,0.1,0.0
STL,0.0,0.0,0.1,0.0
BAL,0.0,0.0,0.1,0.0
