Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
MIN,6.5,12.9,15.0,11.5
WAS,22.1,6.2,3.5,10.6
SEA,11.7,10.0,7.4,9.7
LAR,5.2,4.6,15.9,8.6
NE,9.1,6.7,9.2,8.3
IND,10.5,10.4,2.9,7.9
BAL,4.4,12.6,6.4,7.8
PIT,7.0,4.4,9.8,7.1
SF,5.5,7.1,2.4,5.0
DET,3.2,7.6,2.5,4.4
TEN,0.6,3.3,4.8,2.9
BUF,3.7,2.3,1.5,2.5
NO,2.7,1.8,1.9,2.1
ATL,1.9,1.8,2.6,2.1
LAC,1.4,2.3,0.9,1.5
KC,1.6,0.6,0.7,1.0
DEN,1.0,1.3,0.5,0.9
DAL,0.5,1.1,1.2,0.9
MIA,0.4,0.5,1.9,0.9
OAK,0.1,0.2,2.2,0.8
NYG,0.1,0.4,1.8,0.8
TB,0.0,0.5,1.3,0.6
HOU,0.1,0.1,1.1,0.4
GB,0.1,0.1,0.9,0.3
PHI,0.3,0.1,0.4,0.3
CAR,0.3,0.1,0.4,0.2
CLE,0.1,0.4,0.2,0.2
JAX,0.3,0.1,0.3,0.2
CIN,0.0,0.1,0.3,0.1
CHI,0.0,0.1,0.2,0.1
ARI,0.0,0.1,0.1,0.1
NYJ,0.0,0.0,0.1,0.0
