Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BAL,11.5,21.5,22.0,18.3
IND,14.1,18.5,16.9,16.5
TEN,17.8,11.3,11.1,13.4
DEN,13.8,11.5,10.7,12.0
SF,7.7,9.5,8.9,8.7
CIN,7.9,9.0,7.0,8.0
NO,4.8,4.9,5.8,5.2
PHI,5.2,3.7,4.2,4.4
WAS,4.6,1.4,1.7,2.6
KC,1.2,2.3,1.8,1.7
CAR,0.1,1.8,2.3,1.4
BUF,3.1,0.4,0.7,1.4
MIA,1.4,1.1,1.1,1.2
LAR,2.0,0.1,0.5,0.9
GB,0.3,0.3,1.3,0.6
LAC,0.5,0.7,0.6,0.6
TB,0.6,0.4,0.5,0.5
JAX,0.6,0.3,0.6,0.5
CLE,0.7,0.1,0.2,0.3
LV,0.3,0.1,0.2,0.2
PIT,0.5,0.0,0.2,0.2
MIN,0.2,0.2,0.2,0.2
ATL,0.2,0.1,0.3,0.2
DAL,0.2,0.1,0.3,0.2
NE,0.1,0.1,0.3,0.2
NYJ,0.2,0.1,0.1,0.2
SEA,0.1,0.1,0.2,0.1
DET,0.1,0.1,0.1,0.1
CHI,0.1,0.1,0.1,0.1
NYG,0.1,0.1,0.1,0.1
HOU,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.0,0.0
