Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
TEN,77.4,67.9,60.4,68.6
NYG,6.5,14.0,12.2,10.9
IND,7.4,9.6,11.7,9.6
SF,1.0,1.7,3.3,2.0
NO,1.4,1.7,1.7,1.6
DEN,0.9,0.9,1.6,1.2
WAS,1.3,1.0,1.0,1.1
PIT,0.5,0.8,1.3,0.9
MIA,1.2,0.4,0.8,0.8
CIN,0.3,0.2,1.7,0.7
ARI,0.5,0.7,0.4,0.5
GB,0.1,0.1,1.3,0.5
SEA,0.6,0.3,0.5,0.5
HOU,0.1,0.0,0.6,0.2
PHI,0.3,0.1,0.2,0.2
DET,0.2,0.2,0.2,0.2
CHI,0.1,0.0,0.4,0.1
TB,0.1,0.1,0.2,0.1
MIN,0.0,0.1,0.2,0.1
BAL,0.0,0.0,0.2,0.1
JAX,0.0,0.0,0.1,0.1
BUF,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.0,0.0
OAK,0.0,0.0,0.0,0.0
DAL,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
STL,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0
