Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
JAX,19.4,33.9,6.3,19.9
SEA,13.0,17.6,4.9,11.8
SF,14.7,4.6,5.5,8.2
MIN,10.2,7.1,5.7,7.7
CIN,7.8,7.1,3.8,6.2
IND,1.3,4.3,12.4,6.0
LAC,10.1,1.3,3.1,4.8
PIT,4.9,5.6,3.4,4.6
GB,4.9,2.0,5.6,4.1
NO,1.0,3.1,8.2,4.1
MIA,0.3,1.8,8.6,3.6
PHI,2.6,1.5,4.6,2.9
LAR,0.2,0.7,6.3,2.4
TB,3.4,0.1,3.6,2.4
BUF,2.5,1.4,2.4,2.1
ATL,0.3,3.2,0.5,1.3
TEN,0.1,0.3,3.4,1.2
DAL,0.8,0.2,2.3,1.1
KC,1.6,0.1,1.6,1.1
CLE,0.1,0.4,2.5,1.0
DEN,0.2,1.0,0.8,0.7
HOU,0.2,0.6,0.6,0.5
CAR,0.1,0.5,0.5,0.4
NYJ,0.2,0.4,0.4,0.3
DET,0.2,0.5,0.3,0.3
ARI,0.0,0.1,0.7,0.3
WAS,0.0,0.3,0.5,0.3
CHI,0.0,0.2,0.5,0.2
LV,0.1,0.2,0.3,0.2
BAL,0.0,0.1,0.3,0.1
NE,0.0,0.1,0.2,0.1
NYG,0.0,0.0,0.3,0.1
