Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CAR,28.0,26.5,18.8,24.4
PHI,33.5,22.0,5.6,20.4
KC,7.6,9.2,8.7,8.5
ATL,3.3,10.3,4.2,6.0
DEN,5.2,5.2,6.0,5.5
CHI,1.1,1.4,12.2,4.9
NO,3.9,4.1,6.3,4.7
BUF,0.2,0.7,13.3,4.7
SF,4.1,3.1,6.4,4.5
IND,6.3,3.7,2.3,4.1
DET,1.4,5.4,2.1,3.0
SEA,2.4,1.6,1.4,1.8
CLE,0.0,2.4,1.4,1.3
CIN,0.5,0.9,1.6,1.0
ARI,0.6,0.9,0.6,0.7
JAX,0.7,0.9,0.4,0.7
NE,0.2,0.3,1.4,0.7
TEN,0.1,0.0,1.7,0.6
DAL,0.5,0.6,0.6,0.6
MIN,0.0,0.1,1.6,0.6
PIT,0.1,0.2,0.6,0.3
GB,0.0,0.0,0.6,0.2
MIA,0.1,0.3,0.1,0.2
NYJ,0.0,0.1,0.4,0.2
OAK,0.0,0.0,0.4,0.1
WAS,0.0,0.0,0.4,0.1
BAL,0.1,0.0,0.4,0.1
SD,0.0,0.0,0.2,0.1
NYG,0.1,0.0,0.2,0.1
HOU,0.0,0.0,0.1,0.0
STL,0.0,0.0,0.1,0.0
TB,0.0,0.0,0.0,0.0
