Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
ARI,42.3,50.1,43.8,45.4
GB,22.8,17.6,16.9,19.1
NE,17.1,11.8,13.0,14.0
LAR,8.3,12.2,14.2,11.6
TB,2.6,4.2,4.9,3.9
CAR,1.9,0.7,1.4,1.3
BAL,0.8,1.3,1.6,1.2
LV,1.3,0.4,0.7,0.8
NO,0.7,0.6,0.6,0.6
ATL,0.8,0.4,0.7,0.6
DEN,0.4,0.2,0.4,0.4
SF,0.3,0.3,0.5,0.3
CLE,0.3,0.1,0.5,0.3
KC,0.1,0.2,0.3,0.2
MIA,0.1,0.0,0.2,0.1
SEA,0.0,0.0,0.1,0.0
IND,0.0,0.0,0.1,0.0
PHI,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
TEN,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
DET,0.0,0.0,0.0,0.0
CIN,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
DAL,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
PIT,0.0,0.0,0.0,0.0
LAC,0.0,0.0,0.0,0.0
