Team,YahooYahoo,Average
BAL,36.6,36.6
PIT,15.4,15.4
SEA,14.2,14.2
DET,11.0,11.0
NYJ,9.8,9.8
GB,3.4,3.4
NE,2.2,2.2
NO,1.5,1.5
DEN,1.4,1.4
SF,1.3,1.3
SD,1.2,1.2
MIA,0.3,0.3
HOU,0.3,0.3
ATL,0.3,0.3
NYG,0.2,0.2
DAL,0.2,0.2
CIN,0.1,0.1
PHI,0.1,0.1
TB,0.1,0.1
CAR,0.1,0.1
CHI,0.1,0.1
OAK,0.1,0.1
CLE,0.0,0.0
JAX,0.0,0.0
IND,0.0,0.0
TEN,0.0,0.0
STL,0.0,0.0
MIN,0.0,0.0
ARI,0.0,0.0
BUF,0.0,0.0
WAS,0.0,0.0
KC,0.0,0.0
