Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
TEN,15.3,27.8,11.4,18.2
WAS,17.8,23.5,6.3,15.9
IND,20.7,3.0,5.7,9.8
GB,3.9,3.0,18.7,8.5
KC,13.2,5.9,5.3,8.1
MIN,5.4,6.8,9.8,7.3
BUF,7.5,4.5,5.2,5.7
NO,2.4,4.5,5.5,4.1
BAL,1.0,3.5,6.8,3.8
TB,3.3,2.4,2.9,2.9
ARI,2.9,2.9,1.1,2.3
CLE,0.5,1.1,3.6,1.7
NE,0.8,1.2,3.1,1.7
NYG,0.1,0.8,3.2,1.4
LAC,0.6,2.1,1.4,1.4
DAL,0.8,0.6,2.0,1.2
LV,0.6,1.3,1.4,1.1
CIN,1.8,0.8,0.6,1.1
LAR,0.4,0.3,1.2,0.6
PIT,0.3,0.6,0.4,0.4
ATL,0.1,0.5,0.6,0.4
DET,0.1,0.8,0.2,0.4
CHI,0.2,0.2,0.4,0.3
HOU,0.1,0.4,0.3,0.3
MIA,0.1,0.1,0.6,0.3
PHI,0.1,0.2,0.5,0.2
SEA,0.1,0.1,0.4,0.2
JAX,0.0,0.1,0.4,0.2
CAR,0.1,0.3,0.2,0.2
NYJ,0.0,0.2,0.3,0.2
DEN,0.1,0.1,0.2,0.1
SF,0.1,0.1,0.2,0.1
