Team,YahooYahoo,Average
GB,57.3,57.3
PHI,8.5,8.5
DAL,7.2,7.2
ATL,5.3,5.3
NO,5.0,5.0
SD,3.1,3.1
MIN,2.7,2.7
KC,2.2,2.2
OAK,2.1,2.1
HOU,1.3,1.3
CAR,1.3,1.3
NE,0.7,0.7
IND,0.6,0.6
TEN,0.6,0.6
BAL,0.6,0.6
DEN,0.4,0.4
STL,0.3,0.3
SEA,0.2,0.2
CLE,0.1,0.1
ARI,0.1,0.1
WAS,0.1,0.1
TB,0.1,0.1
CIN,0.1,0.1
DET,0.1,0.1
PIT,0.0,0.0
NYG,0.0,0.0
NYJ,0.0,0.0
MIA,0.0,0.0
JAX,0.0,0.0
CHI,0.0,0.0
BUF,0.0,0.0
SF,0.0,0.0
