Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
IND,49.6,37.4,39.0,42.0
SF,16.0,22.0,15.9,18.0
PHI,8.8,14.0,12.4,11.7
KC,14.7,11.4,8.9,11.7
GB,4.4,5.0,4.7,4.7
CHI,2.7,3.4,4.6,3.6
ATL,0.1,0.5,4.3,1.6
DEN,0.8,1.2,2.2,1.4
NE,0.7,1.5,1.5,1.2
BUF,0.6,1.0,0.9,0.8
SD,0.2,0.2,1.4,0.6
DAL,0.6,0.6,0.4,0.5
HOU,0.1,0.6,0.8,0.5
SEA,0.1,0.5,0.6,0.4
NO,0.1,0.1,0.6,0.3
CIN,0.1,0.1,0.4,0.2
NYJ,0.0,0.1,0.3,0.1
OAK,0.0,0.1,0.2,0.1
NYG,0.0,0.1,0.2,0.1
CLE,0.1,0.1,0.1,0.1
STL,0.0,0.1,0.1,0.1
ARI,0.1,0.0,0.1,0.0
BAL,0.1,0.0,0.1,0.0
DET,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.1,0.0
MIA,0.0,0.0,0.0,0.0
WAS,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
