Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
TB,24.5,29.5,22.6,25.5
NE,26.1,30.9,19.3,25.4
LV,15.2,15.3,15.4,15.3
DAL,17.1,10.8,11.2,13.0
CIN,3.7,3.0,6.7,4.4
BAL,2.9,2.5,4.7,3.4
MIA,1.8,4.4,3.8,3.3
GB,2.7,0.6,2.8,2.0
LAC,0.8,0.9,3.0,1.5
DEN,0.1,0.2,3.1,1.1
ARI,1.0,0.5,1.6,1.0
NYG,1.6,0.1,0.9,0.9
NYJ,1.1,0.3,0.8,0.7
KC,0.8,0.1,0.9,0.6
JAX,0.1,0.2,1.2,0.5
TEN,0.3,0.3,0.4,0.3
NO,0.1,0.0,0.5,0.2
PIT,0.1,0.0,0.2,0.1
DET,0.0,0.0,0.2,0.1
CLE,0.0,0.0,0.1,0.1
IND,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
ATL,0.0,0.0,0.1,0.0
SEA,0.0,0.0,0.1,0.0
SF,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
MIN,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.0
LAR,0.0,0.0,0.0,0.0
