Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
WAS,34.3,27.7,30.4,30.8
ARI,17.1,26.0,21.8,21.6
CIN,23.1,22.2,19.0,21.4
HOU,4.7,5.7,5.4,5.3
DEN,6.4,3.2,4.8,4.8
PIT,2.2,4.3,3.6,3.4
NE,2.7,2.9,4.5,3.4
DET,3.3,1.9,2.5,2.6
MIN,1.6,1.9,1.9,1.8
DAL,1.3,0.7,1.0,1.0
BAL,0.4,0.8,1.0,0.7
SD,0.5,0.8,0.9,0.7
IND,0.9,0.5,0.8,0.7
SEA,0.3,0.3,0.9,0.5
CAR,0.4,0.4,0.6,0.5
NO,0.1,0.1,0.1,0.1
JAX,0.1,0.1,0.1,0.1
NYJ,0.1,0.1,0.1,0.1
NYG,0.1,0.1,0.1,0.1
SF,0.1,0.1,0.1,0.1
OAK,0.1,0.0,0.1,0.1
MIA,0.0,0.0,0.1,0.0
CHI,0.0,0.0,0.1,0.0
CLE,0.1,0.0,0.1,0.0
ATL,0.1,0.0,0.0,0.0
LAR,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
KC,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
