Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NO,31.8,29.7,24.7,28.7
PIT,19.9,17.5,12.9,16.8
ARI,16.9,17.5,12.0,15.5
LAC,8.8,10.2,14.2,11.1
CAR,13.1,9.2,10.6,11.0
ATL,2.8,4.4,6.3,4.5
BAL,1.3,4.3,4.3,3.3
NYG,0.7,1.7,3.2,1.8
SEA,1.1,1.6,1.2,1.3
HOU,0.8,1.3,1.5,1.2
IND,0.3,0.5,1.5,0.8
TEN,0.9,0.4,1.0,0.8
TB,0.3,0.2,1.1,0.6
OAK,0.1,0.1,1.2,0.4
LAR,0.1,0.2,0.9,0.4
CHI,0.3,0.3,0.4,0.3
GB,0.2,0.1,0.6,0.3
WAS,0.1,0.1,0.7,0.3
MIN,0.1,0.1,0.7,0.3
CIN,0.1,0.1,0.2,0.2
JAX,0.0,0.0,0.3,0.1
DAL,0.1,0.1,0.1,0.1
KC,0.0,0.1,0.1,0.1
DET,0.0,0.0,0.2,0.1
PHI,0.0,0.0,0.2,0.1
DEN,0.0,0.0,0.1,0.1
