Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
ARI,40.6,37.5,26.1,34.7
ATL,15.5,9.8,13.0,12.7
STL,5.9,16.7,14.2,12.2
BUF,13.3,5.0,6.7,8.3
SD,6.7,6.8,9.1,7.6
NE,4.0,6.0,9.7,6.6
SEA,2.8,3.7,4.1,3.5
IND,1.9,3.9,4.1,3.3
MIA,1.3,3.3,3.3,2.6
CAR,2.0,2.1,2.2,2.1
PIT,3.5,1.1,1.6,2.1
NYG,0.9,1.5,1.5,1.3
WAS,0.6,1.2,1.5,1.1
MIN,0.5,0.6,1.1,0.7
DET,0.1,0.1,0.4,0.2
PHI,0.1,0.0,0.4,0.1
KC,0.0,0.1,0.2,0.1
DAL,0.1,0.1,0.2,0.1
TB,0.1,0.1,0.1,0.1
JAX,0.0,0.1,0.1,0.1
HOU,0.1,0.0,0.1,0.1
SF,0.1,0.0,0.1,0.1
CLE,0.0,0.0,0.1,0.1
NO,0.0,0.0,0.1,0.0
BAL,0.0,0.0,0.1,0.0
OAK,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.0,0.0
