Team,YahooYahoo,Average
OAK,42.0,42.0
SD,19.7,19.7
MIA,9.7,9.7
TB,6.5,6.5
DAL,6.0,6.0
NE,5.2,5.2
CHI,4.1,4.1
ATL,2.4,2.4
ARI,1.1,1.1
IND,1.1,1.1
PIT,0.5,0.5
HOU,0.4,0.4
CLE,0.2,0.2
KC,0.2,0.2
NO,0.2,0.2
STL,0.2,0.2
PHI,0.2,0.2
CIN,0.1,0.1
CAR,0.1,0.1
MIN,0.1,0.1
NYG,0.1,0.1
JAX,0.1,0.1
WAS,0.0,0.0
GB,0.0,0.0
TEN,0.0,0.0
SEA,0.0,0.0
BAL,0.0,0.0
NYJ,0.0,0.0
DET,0.0,0.0
BUF,0.0,0.0
SF,0.0,0.0
DEN,0.0,0.0
