Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DAL,22.4,22.6,17.4,20.8
PHI,22.8,15.6,8.5,15.6
NE,6.8,20.7,6.7,11.4
CHI,12.4,4.1,9.0,8.5
BAL,7.7,8.9,6.1,7.6
LAC,7.0,3.6,7.2,5.9
HOU,6.6,4.2,4.1,5.0
BUF,4.4,3.8,3.8,4.0
SEA,0.8,2.2,8.4,3.8
ATL,1.7,2.1,5.3,3.0
CIN,1.2,4.0,2.3,2.5
TB,1.3,1.0,5.0,2.4
SF,0.8,2.8,3.4,2.3
CAR,1.8,1.6,3.5,2.3
DET,0.6,0.3,1.0,0.7
PIT,0.1,0.2,1.5,0.6
TEN,0.1,0.3,1.3,0.6
NYJ,0.1,0.3,1.2,0.5
GB,0.5,0.4,0.5,0.4
WAS,0.5,0.4,0.5,0.4
MIA,0.1,0.3,0.9,0.4
NYG,0.0,0.2,0.6,0.3
MIN,0.1,0.1,0.5,0.2
JAX,0.1,0.1,0.4,0.2
LV,0.1,0.0,0.3,0.1
LAR,0.1,0.1,0.1,0.1
NO,0.0,0.0,0.2,0.1
DEN,0.0,0.0,0.2,0.1
IND,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.1,0.0
ARI,0.0,0.0,0.0,0.0
KC,0.0,0.0,0.0,0.0
