Team,YahooYahoo,Average
PHI,55.5,55.5
BAL,16.7,16.7
GB,11.6,11.6
SD,3.8,3.8
JAX,3.3,3.3
CLE,1.5,1.5
HOU,1.4,1.4
PIT,0.9,0.9
KC,0.9,0.9
MIA,0.7,0.7
SF,0.7,0.7
DAL,0.5,0.5
CAR,0.5,0.5
NE,0.3,0.3
CHI,0.3,0.3
WAS,0.2,0.2
DET,0.2,0.2
TEN,0.2,0.2
IND,0.1,0.1
NO,0.1,0.1
STL,0.1,0.1
NYJ,0.1,0.1
BUF,0.1,0.1
NYG,0.1,0.1
ATL,0.1,0.1
DEN,0.1,0.1
CIN,0.0,0.0
OAK,0.0,0.0
MIN,0.0,0.0
TB,0.0,0.0
SEA,0.0,0.0
ARI,0.0,0.0
