Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CHI,46.7,39.3,23.3,36.4
CLE,18.0,18.4,23.2,19.8
HOU,7.8,11.4,12.8,10.7
KC,9.0,8.3,7.5,8.3
TB,6.4,7.5,8.5,7.5
BAL,3.1,4.4,6.3,4.6
ARI,2.8,3.6,3.2,3.2
NO,3.4,2.3,3.2,3.0
LV,0.0,0.1,2.7,1.0
WAS,1.1,0.9,0.8,0.9
CAR,0.1,0.3,2.4,0.9
BUF,0.6,1.1,0.8,0.8
PHI,0.4,0.4,1.0,0.6
LAC,0.3,0.3,1.2,0.6
PIT,0.1,0.1,0.4,0.2
DAL,0.1,0.1,0.3,0.2
DEN,0.0,0.3,0.2,0.2
JAX,0.0,0.2,0.2,0.2
NE,0.0,0.2,0.2,0.1
SF,0.0,0.0,0.4,0.1
SEA,0.0,0.1,0.3,0.1
GB,0.0,0.1,0.2,0.1
MIA,0.1,0.1,0.1,0.1
NYJ,0.0,0.1,0.2,0.1
CIN,0.0,0.1,0.1,0.1
IND,0.0,0.1,0.1,0.1
MIN,0.0,0.0,0.1,0.1
DET,0.0,0.0,0.1,0.0
NYG,0.0,0.0,0.1,0.0
TEN,0.0,0.0,0.0,0.0
LAR,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0
