Team,YahooYahoo,Average
IND,23.4,23.4
ATL,15.9,15.9
SF,10.5,10.5
NYG,9.5,9.5
NYJ,7.1,7.1
STL,5.7,5.7
BAL,4.3,4.3
DET,4.1,4.1
NE,2.9,2.9
NO,2.2,2.2
PHI,2.1,2.1
PIT,1.9,1.9
SD,1.8,1.8
KC,1.5,1.5
JAX,1.4,1.4
GB,1.4,1.4
HOU,1.2,1.2
MIN,0.8,0.8
CHI,0.6,0.6
SEA,0.5,0.5
DEN,0.2,0.2
ARI,0.2,0.2
DAL,0.1,0.1
MIA,0.1,0.1
OAK,0.1,0.1
CAR,0.1,0.1
TB,0.1,0.1
WAS,0.1,0.1
BUF,0.1,0.1
CLE,0.1,0.1
TEN,0.0,0.0
CIN,0.0,0.0
