Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
MIN,24.5,21.7,17.3,21.2
LAR,25.9,12.8,17.3,18.7
KC,6.0,15.0,11.1,10.7
MIA,7.3,16.0,4.9,9.4
PHI,5.5,8.9,11.3,8.5
TB,11.1,7.0,6.6,8.3
ARI,8.0,6.2,6.5,6.9
IND,6.6,3.8,6.0,5.5
LV,1.0,3.3,8.7,4.3
DAL,1.9,1.5,1.4,1.6
LAC,0.1,0.1,2.4,0.9
BAL,0.7,0.8,1.1,0.9
CIN,0.4,1.0,0.4,0.6
BUF,0.1,0.1,1.1,0.4
SEA,0.1,0.3,0.9,0.4
NO,0.1,0.1,0.9,0.4
SF,0.4,0.3,0.3,0.3
NYG,0.1,0.1,0.6,0.3
WAS,0.1,0.2,0.3,0.2
DET,0.1,0.3,0.2,0.2
CHI,0.0,0.1,0.3,0.1
NYJ,0.0,0.1,0.1,0.1
NE,0.1,0.1,0.1,0.1
ATL,0.0,0.1,0.1,0.1
PIT,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
JAX,0.0,0.0,0.1,0.0
DEN,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.0,0.0
CLE,0.0,0.0,0.0,0.0
GB,0.0,0.0,0.0,0.0
TEN,0.0,0.0,0.0,0.0
