Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
CIN,48.9,46.6,42.0,45.8
KC,18.6,21.0,18.6,19.4
BUF,15.8,14.2,16.0,15.3
LAR,6.8,11.3,12.4,10.2
SEA,3.0,1.3,3.0,2.5
LAC,1.7,2.3,2.1,2.0
PHI,1.4,0.4,0.9,0.9
ATL,0.8,0.5,0.6,0.6
SF,0.5,0.5,0.8,0.6
TEN,0.7,0.2,0.7,0.5
ARI,0.3,0.5,0.4,0.4
TB,0.3,0.3,0.5,0.3
DEN,0.3,0.3,0.5,0.3
DAL,0.4,0.1,0.3,0.3
DET,0.2,0.1,0.2,0.2
CLE,0.1,0.2,0.2,0.2
MIN,0.0,0.1,0.1,0.1
GB,0.0,0.0,0.2,0.1
PIT,0.1,0.0,0.1,0.1
CAR,0.0,0.0,0.1,0.1
CHI,0.0,0.0,0.1,0.0
WAS,0.0,0.0,0.1,0.0
IND,0.0,0.0,0.1,0.0
NYJ,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
NYG,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.0,0.0
BAL,0.0,0.0,0.0,0.0
LV,0.0,0.0,0.0,0.0
