Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
NO,18.4,27.6,26.1,24.0
CLE,30.2,20.1,14.3,21.5
NYG,16.3,17.6,11.1,15.0
SEA,13.4,7.4,9.2,10.0
MIA,8.5,6.7,8.7,7.9
GB,2.9,7.5,7.2,5.9
LAR,3.2,5.7,5.0,4.6
DAL,1.0,1.6,4.7,2.4
BUF,1.9,1.8,3.0,2.2
LV,1.9,0.9,1.6,1.5
HOU,0.9,1.1,1.9,1.3
MIN,0.7,0.9,1.9,1.2
CIN,0.0,0.1,1.3,0.5
ARI,0.4,0.2,0.6,0.4
PIT,0.1,0.2,0.4,0.2
DET,0.1,0.1,0.5,0.2
WAS,0.1,0.1,0.3,0.2
NE,0.0,0.0,0.4,0.1
KC,0.1,0.1,0.2,0.1
ATL,0.0,0.0,0.4,0.1
NYJ,0.0,0.1,0.1,0.1
TEN,0.0,0.0,0.2,0.1
IND,0.0,0.0,0.2,0.1
JAX,0.0,0.0,0.2,0.1
BAL,0.0,0.0,0.2,0.1
SF,0.0,0.0,0.1,0.0
CAR,0.0,0.0,0.1,0.0
LAC,0.0,0.0,0.1,0.0
DEN,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0
TB,0.0,0.0,0.0,0.0
