Team,YahooYahoo,Average
DAL,46.4,46.4
NO,26.9,26.9
BAL,15.7,15.7
OAK,2.5,2.5
GB,2.3,2.3
PIT,2.1,2.1
DEN,1.0,1.0
DET,0.8,0.8
CLE,0.5,0.5
CAR,0.4,0.4
WAS,0.2,0.2
TEN,0.2,0.2
MIA,0.2,0.2
TB,0.2,0.2
HOU,0.1,0.1
SD,0.1,0.1
SEA,0.1,0.1
CHI,0.1,0.1
NYJ,0.1,0.1
KC,0.1,0.1
ATL,0.0,0.0
MIN,0.0,0.0
STL,0.0,0.0
JAX,0.0,0.0
IND,0.0,0.0
ARI,0.0,0.0
