Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
DEN,29.8,34.4,38.2,34.1
IND,28.0,25.5,24.5,26.0
NO,9.3,15.6,11.1,12.0
CIN,16.2,8.1,8.1,10.8
KC,4.9,4.4,4.6,4.6
SF,3.7,2.7,2.9,3.1
BAL,2.5,2.7,2.9,2.7
TEN,1.6,2.6,2.8,2.3
WAS,1.3,1.2,1.5,1.3
PIT,0.4,0.6,0.8,0.6
DAL,0.4,0.2,0.4,0.3
ATL,0.2,0.5,0.3,0.3
TB,0.2,0.3,0.3,0.3
ARI,0.3,0.2,0.3,0.3
SEA,0.3,0.2,0.3,0.3
CHI,0.2,0.1,0.2,0.2
MIN,0.2,0.1,0.2,0.2
DET,0.1,0.2,0.2,0.2
NE,0.2,0.1,0.1,0.1
SD,0.1,0.1,0.1,0.1
NYG,0.1,0.0,0.2,0.1
OAK,0.1,0.0,0.0,0.0
NYJ,0.0,0.0,0.1,0.0
STL,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.1,0.0
CLE,0.0,0.0,0.0,0.0
BUF,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.0
