Team,YahooYahoo,OfficeFootballPoolOFP,RunYourPoolRunYourPool,Average
BUF,46.8,50.0,45.1,47.3
LAC,14.8,19.6,15.6,16.7
KC,13.7,10.7,12.8,12.4
NO,9.9,8.0,9.2,9.1
PHI,6.1,4.3,5.5,5.3
GB,3.7,2.1,3.3,3.0
CLE,2.5,1.3,1.9,1.9
LAR,0.2,1.2,1.3,0.9
DAL,0.6,0.3,1.2,0.7
TB,0.2,0.7,1.0,0.6
SEA,0.4,0.5,0.8,0.6
ATL,0.4,0.4,0.7,0.5
WAS,0.1,0.1,0.4,0.2
NE,0.1,0.2,0.3,0.2
PIT,0.1,0.1,0.1,0.1
CHI,0.1,0.1,0.1,0.1
TEN,0.0,0.1,0.0,0.1
DET,0.1,0.0,0.1,0.1
NYG,0.1,0.0,0.1,0.0
SF,0.1,0.0,0.1,0.0
CIN,0.0,0.0,0.1,0.0
BAL,0.0,0.0,0.1,0.0
LV,0.0,0.0,0.0,0.0
NYJ,0.0,0.0,0.1,0.0
HOU,0.0,0.0,0.0,0.0
CAR,0.0,0.0,0.0,0.0
JAX,0.0,0.0,0.0,0.0
ARI,0.0,0.0,0.0,0.0
DEN,0.0,0.0,0.0,0.0
