Team,YahooYahoo,Average
PHI,31.8,31.8
JAX,24.2,24.2
DAL,13.2,13.2
PIT,12.1,12.1
SD,4.4,4.4
NE,4.3,4.3
MIA,2.0,2.0
TB,1.7,1.7
KC,1.1,1.1
IND,1.1,1.1
STL,1.1,1.1
HOU,0.9,0.9
BAL,0.9,0.9
CHI,0.3,0.3
ATL,0.2,0.2
NYG,0.2,0.2
DET,0.1,0.1
NO,0.1,0.1
GB,0.1,0.1
SF,0.1,0.1
NYJ,0.1,0.1
OAK,0.1,0.1
TEN,0.0,0.0
DEN,0.0,0.0
SEA,0.0,0.0
ARI,0.0,0.0
CIN,0.0,0.0
CAR,0.0,0.0
WAS,0.0,0.0
BUF,0.0,0.0
CLE,0.0,0.0
MIN,0.0,0.0
